Filter by Algorithm: Relaxed-Linear-Program_Chanas
Relaxed-Linear-Program_Chanas, 6.5034, 125.00000, mallows_poisson_n10_N5000_th0.001_k1
Relaxed-Linear-Program_Chanas, 15.8272, 328.12500, mallows_poisson_n10_N5000_th0.001_k5
Relaxed-Linear-Program_Chanas, 20.157, 421.87500, mallows_poisson_n10_N5000_th0.001_k9
Relaxed-Linear-Program_Chanas, 6.4386, 140.62500, mallows_poisson_n10_N5000_th0.01_k1
Relaxed-Linear-Program_Chanas, 15.7106, 312.50000, mallows_poisson_n10_N5000_th0.01_k5
Relaxed-Linear-Program_Chanas, 19.9924, 406.25000, mallows_poisson_n10_N5000_th0.01_k9
Relaxed-Linear-Program_Chanas, 5.4634, 140.62500, mallows_poisson_n10_N5000_th0.1_k1
Relaxed-Linear-Program_Chanas, 13.6336, 359.37500, mallows_poisson_n10_N5000_th0.1_k5
Relaxed-Linear-Program_Chanas, 17.5296, 406.25000, mallows_poisson_n10_N5000_th0.1_k9
Relaxed-Linear-Program_Chanas, 6.016, 109.37500, mallows_poisson_n10_N500_th0.001_k1
Relaxed-Linear-Program_Chanas, 15.116, 109.37500, mallows_poisson_n10_N500_th0.001_k5
Relaxed-Linear-Program_Chanas, 19.254, 140.62500, mallows_poisson_n10_N500_th0.001_k9
Relaxed-Linear-Program_Chanas, 5.886, 125.00000, mallows_poisson_n10_N500_th0.01_k1
Relaxed-Linear-Program_Chanas, 15.142, 140.62500, mallows_poisson_n10_N500_th0.01_k5
Relaxed-Linear-Program_Chanas, 19.246, 140.62500, mallows_poisson_n10_N500_th0.01_k9
Relaxed-Linear-Program_Chanas, 5.28, 109.37500, mallows_poisson_n10_N500_th0.1_k1
Relaxed-Linear-Program_Chanas, 13.874, 125.00000, mallows_poisson_n10_N500_th0.1_k5
Relaxed-Linear-Program_Chanas, 17.698, 140.62500, mallows_poisson_n10_N500_th0.1_k9
Relaxed-Linear-Program_Chanas, 5.88, 109.37500, mallows_poisson_n10_N50_th0.001_k1
Relaxed-Linear-Program_Chanas, 11.96, 109.37500, mallows_poisson_n10_N50_th0.001_k5
Relaxed-Linear-Program_Chanas, 14.48, 125.00000, mallows_poisson_n10_N50_th0.001_k9
Relaxed-Linear-Program_Chanas, 5.64, 109.37500, mallows_poisson_n10_N50_th0.01_k1
Relaxed-Linear-Program_Chanas, 12.24, 109.37500, mallows_poisson_n10_N50_th0.01_k5
Relaxed-Linear-Program_Chanas, 14.78, 109.37500, mallows_poisson_n10_N50_th0.01_k9
Relaxed-Linear-Program_Chanas, 4.8, 109.37500, mallows_poisson_n10_N50_th0.1_k1
Relaxed-Linear-Program_Chanas, 11.44, 109.37500, mallows_poisson_n10_N50_th0.1_k5
Relaxed-Linear-Program_Chanas, 13.8, 109.37500, mallows_poisson_n10_N50_th0.1_k9
Relaxed-Linear-Program_Chanas, 154.862, 5796.87500, mallows_poisson_n30_N5000_th0.001_k15
Relaxed-Linear-Program_Chanas, 202.0476, 6406.25000, mallows_poisson_n30_N5000_th0.001_k27
Relaxed-Linear-Program_Chanas, 41.1946, 3921.87500, mallows_poisson_n30_N5000_th0.001_k3
